Branch,pdate,BILLDATE,Nominal,days_late,kolektibilitas
6,2019-09-19,2019-09-13,10665800.0,-6,1
7,2019-09-19,2019-09-27,5885500.0,8,0
7,2019-09-19,2019-09-05,1811481.0,-14,1
7,2019-09-19,2019-09-05,16751000.0,-14,1
10,2019-09-26,2018-12-30,19454062.0,-270,4
10,2019-09-26,2020-03-15,128234997.0,171,0
10,2019-09-26,2019-08-22,197828762.0,-35,1
10,2019-09-26,2019-07-11,196133224.0,-77,1
8,2019-09-25,2019-07-29,36622122.0,-58,1
8,2019-09-25,2019-07-29,17371480.0,-58,1
8,2019-09-25,2019-07-29,17371480.0,-58,1
8,2019-09-25,2019-07-29,21977545.0,-58,1
18,2019-09-26,2019-07-05,3014125.0,-83,1
7,2019-10-03,2019-09-23,4619500.0,-10,1
7,2019-10-03,2019-08-19,2767000.0,-45,1
7,2019-10-03,2019-08-23,8698538.0,-41,1
7,2019-10-03,2019-08-23,3450213.0,-41,1
18,2019-09-13,2019-08-06,154695.0,-38,1
18,2019-09-13,2019-08-04,361480.0,-40,1
7,2019-10-03,2019-08-23,3450213.0,-41,1
3,2019-09-19,2019-07-19,3202000.0,-62,1
10,2019-09-26,2019-09-24,3607700.0,-2,1
10,2019-09-26,2019-09-24,6416978.0,-2,1
6,2019-09-12,2019-08-10,3055608.0,-33,1
7,2019-10-03,2019-08-23,4502279.0,-41,1
7,2019-10-03,2019-10-01,7551800.0,-2,1
3,2019-09-09,2019-07-26,3268300.0,-45,1
11,2019-09-09,2019-07-24,2423988.0,-47,1
3,2019-09-16,2019-02-13,3712400.0,-215,4
3,2019-09-16,2019-08-20,10091000.0,-27,1
3,2019-09-16,2019-08-20,4717675.0,-27,1
3,2019-09-16,2019-08-29,6370750.0,-18,1
10,2019-09-25,2019-07-24,7439500.0,-63,1
10,2019-09-25,2019-09-12,152227.0,-13,1
10,2019-09-25,2019-09-06,139000.0,-19,1
10,2019-09-25,2019-09-03,368500.0,-22,1
9,2019-09-03,2019-08-25,3913650.0,-9,1
8,2019-09-03,2019-08-09,176222.0,-25,1
8,2019-09-03,2019-08-09,92975.0,-25,1
8,2019-09-03,2019-08-09,82255.0,-25,1
8,2019-09-03,2019-08-09,133510.0,-25,1
8,2019-09-03,2019-01-31,103089600.0,-215,4
7,2019-09-19,2019-08-08,3889375.0,-42,1
7,2019-09-19,2019-09-15,3125838.0,-4,1
7,2019-09-19,2019-08-24,280750.0,-26,1
7,2019-09-19,2019-09-13,3433900.0,-6,1
6,2019-09-02,2019-08-23,3177250.0,-10,1
10,2019-10-03,2019-09-27,127820.0,-6,1
10,2019-09-11,2019-08-05,166000.0,-37,1
17,2019-09-30,2019-09-25,3350700.0,-5,1
5,2019-08-30,2019-07-27,-1093985.0,-34,1
5,2019-08-30,2019-07-27,4145725.0,-34,1
17,2019-08-31,2019-08-31,36242933.0,0,0
13,2019-08-31,2019-08-15,5311500.0,-16,1
13,2019-08-31,2019-08-09,9833500.0,-22,1
6,2019-11-15,2019-11-15,-53837280.0,0,0
13,2019-08-30,2019-07-25,7006184.0,-36,1
11,2019-08-29,2019-06-20,24697000.0,-70,1
11,2019-08-29,2019-08-30,6335000.0,1,0
11,2019-08-29,2019-01-27,2217587.0,-214,4
11,2019-08-29,2018-12-23,4803782.0,-249,4
11,2019-08-29,2019-07-28,27113104.0,-32,1
9,2019-09-19,2019-06-29,4514350.0,-82,1
8,2019-08-28,2019-08-16,156374.0,-12,1
5,2019-08-23,2019-06-24,73712.0,-60,1
5,2019-08-23,2019-08-05,171700.0,-18,1
10,2019-08-30,2019-09-28,614280.0,29,0
11,2019-08-28,2018-11-30,13939732.0,-271,4
11,2019-08-28,2019-08-14,-2237129.0,-14,1
17,2019-08-17,2019-06-29,1714000.0,-49,1
17,2019-08-17,2019-06-29,1714000.0,-49,1
11,2019-08-16,2019-09-11,4241500.0,26,0
11,2019-08-16,2019-09-11,4241500.0,26,0
5,2019-08-16,2019-08-07,24904750.0,-9,1
5,2019-08-16,2019-08-07,24904750.0,-9,1
3,2019-08-15,2019-07-14,4513700.0,-32,1
3,2019-08-15,2019-07-20,4901000.0,-26,1
3,2019-08-15,2019-07-20,4771700.0,-26,1
3,2019-08-15,2019-07-14,3560600.0,-32,1
3,2019-08-15,2019-03-29,205268481.0,-139,3
10,2019-08-16,2018-12-29,2842000.0,-230,4
10,2019-08-16,2019-08-15,-2842000.0,-1,1
7,2019-08-09,2019-03-15,2581750.0,-147,3
7,2019-08-09,2019-04-26,3220930.0,-105,2
7,2019-08-09,2019-08-04,5695000.0,-5,1
7,2019-08-09,2019-08-04,5695000.0,-5,1
7,2019-08-09,2019-08-07,6004750.0,-2,1
16,2019-09-03,2019-08-13,1873750.0,-21,1
11,2019-08-16,2019-03-16,3637000.0,-153,3
11,2019-08-16,2019-09-15,3637000.0,30,0
9,2019-08-20,2019-09-26,2293750.0,37,0
10,2019-08-16,2019-07-28,443830.0,-19,1
10,2019-08-16,2019-08-08,603850.0,-8,1
10,2019-08-16,2019-08-04,585400.0,-12,1
10,2019-08-16,2019-08-04,794800.0,-12,1
10,2019-08-16,2019-08-02,179500.0,-14,1
11,2019-08-26,2019-09-25,801500.0,30,0
5,2019-08-23,2019-07-05,79000.0,-49,1
5,2019-08-23,2019-07-27,4145725.0,-27,1
11,2019-08-18,2019-08-28,5997000.0,10,0
13,2019-08-28,2019-08-27,5136443.0,-1,1
8,2019-08-22,2019-08-10,185660.0,-12,1
8,2019-08-16,2019-07-27,85000.0,-20,1
8,2019-08-16,2019-08-09,124566.0,-7,1
9,2019-08-20,2019-08-14,85000.0,-6,1
9,2019-08-20,2019-08-15,421000.0,-5,1
7,2019-08-19,2019-04-01,6822500.0,-140,3
7,2019-08-19,2019-04-04,3493600.0,-137,3
16,2019-08-28,2019-08-14,4212650.0,-14,1
16,2019-08-28,2019-07-24,5410490.0,-35,1
16,2019-08-28,2019-08-08,163000.0,-20,1
16,2019-08-28,2019-08-19,4500001.0,-9,1
2,2019-08-19,2019-08-05,352300.0,-14,1
2,2019-08-19,2019-08-14,3587259.0,-5,1
2,2019-08-19,2019-08-14,-3566259.0,-5,1
4,2019-08-19,2019-07-18,5880794.0,-32,1
10,2019-08-19,2019-08-09,2521850.0,-10,1
6,2019-08-19,2019-07-24,4294300.0,-26,1
7,2019-08-15,2019-06-18,9112.0,-58,1
7,2019-08-15,2019-07-22,247000.0,-24,1
7,2019-08-15,2019-07-22,2490880.0,-24,1
7,2019-08-15,2019-07-28,3260050.0,-18,1
7,2019-08-15,2019-06-30,3634262.0,-46,1
3,2019-08-19,2019-08-16,872000.0,-3,1
7,2019-08-19,2019-08-31,145189750.0,12,0
7,2019-08-19,2019-06-30,8014400.0,-50,1
13,2019-08-19,2019-07-26,-9833500.0,-24,1
13,2019-08-19,2019-06-17,9833500.0,-63,1
13,2019-08-19,2019-07-10,3658460.0,-40,1
13,2019-08-19,2019-07-12,-3658460.0,-38,1
13,2019-08-19,2019-07-31,115000.0,-19,1
13,2019-08-19,2019-07-31,-115000.0,-19,1
6,2019-08-19,2019-05-20,4015750.0,-91,2
7,2019-08-19,2019-09-15,7353422.0,27,0
7,2019-08-19,2019-08-18,5534350.0,-1,1
7,2019-08-19,2019-08-18,5534350.0,-1,1
7,2019-08-19,2019-08-18,5834050.0,-1,1
7,2019-08-19,2019-08-23,6322550.0,4,0
7,2019-08-19,2019-09-15,-1830606.0,27,0
11,2019-08-19,2019-09-18,-2651875.0,30,0
11,2019-08-19,2019-01-28,2651875.0,-203,4
13,2019-08-19,2019-06-17,9833500.0,-63,1
13,2019-08-19,2019-07-26,-9833500.0,-24,1
13,2019-08-19,2019-08-09,-9833500.0,-10,1
13,2019-08-19,2019-08-16,-5591000.0,-3,1
13,2019-08-19,2019-08-03,5591000.0,-16,1
13,2019-08-19,2019-07-26,9833500.0,-24,1
13,2019-08-19,2019-08-09,3122750.0,-10,1
13,2019-08-19,2019-08-09,-3122750.0,-10,1
13,2019-08-19,2019-08-14,-3122750.0,-5,1
13,2019-08-19,2019-07-26,3122750.0,-24,1
10,2019-08-19,2019-07-23,2490978.0,-27,1
10,2019-08-19,2019-08-08,-2490978.0,-11,1
10,2019-08-19,2019-08-14,5888500.0,-5,1
10,2019-08-19,2019-08-15,-5888500.0,-4,1
10,2019-08-19,2019-08-26,1383625.0,7,0
10,2019-08-19,2019-09-14,-1383625.0,26,0
10,2019-08-19,2019-08-08,3622660.0,-11,1
10,2019-08-19,2019-08-08,-3622660.0,-11,1
2,2019-08-24,2019-08-24,2507650.0,0,0
2,2019-08-24,2019-08-24,2507650.0,0,0
3,2019-08-19,2019-05-19,1840000.0,-92,2
11,2019-08-20,2019-08-27,139000.0,7,0
16,2019-08-20,2019-08-09,3077125.0,-11,1
16,2019-08-20,2019-08-13,2776750.0,-7,1
16,2019-08-20,2019-08-13,-3077125.0,-7,1
9,2019-08-20,2019-07-29,71500.0,-22,1
7,2019-08-20,2019-08-19,2767000.0,-1,1
7,2019-08-20,2019-08-19,152500.0,-1,1
7,2019-08-20,2019-02-21,5420000.0,-180,3
7,2019-08-20,2019-09-07,779000.0,18,0
10,2019-08-20,2018-08-15,3216000.0,-370,4
10,2019-08-20,2018-09-19,755500.0,-335,4
10,2019-08-20,2019-08-20,-755500.0,0,0
10,2019-08-20,2018-10-23,649200.0,-301,4
10,2019-08-20,2019-08-20,-649200.0,0,0
2,2019-08-20,2019-05-24,560200.0,-88,1
2,2019-08-20,2019-08-09,4021250.0,-11,1
11,2019-08-22,2019-09-20,368500.0,29,0
2,2019-08-20,2019-05-23,8599000.0,-89,1
2,2019-08-20,2019-07-03,274959.0,-48,1
11,2019-08-20,2019-09-07,130000.0,18,0
11,2019-08-20,2018-12-31,66803500.0,-232,4
4,2019-08-29,2019-08-29,245547.0,0,0
4,2019-08-29,2019-08-29,245547.0,0,0
17,2019-08-24,2019-08-24,10589400.0,0,0
11,2019-08-27,2019-09-26,198670.0,30,0
5,2019-08-06,2019-06-29,1574425.0,-38,1
5,2019-08-06,2019-06-29,1911888.0,-38,1
5,2019-08-06,2019-07-04,62875.0,-33,1
5,2019-08-06,2019-07-04,82000.0,-33,1
5,2019-08-06,2019-07-04,56500.0,-33,1
13,2019-08-21,2019-08-12,3699750.0,-9,1
8,2019-10-30,2019-08-20,6167380.0,-71,1
8,2019-10-30,2019-08-28,5720360.0,-63,1
8,2019-10-30,2019-09-26,2353375.0,-34,1
3,2019-11-18,2019-09-15,3838900.0,-64,1
3,2019-11-18,2019-10-24,1069418.0,-25,1
3,2019-11-18,2019-08-07,2465125.0,-103,2
3,2019-11-18,2019-11-18,864213.0,0,0
2,2019-11-07,2019-11-04,4928500.0,-3,1
2,2019-11-07,2019-11-04,4928500.0,-3,1
10,2019-11-19,2018-08-31,131500.0,-445,4
11,2019-11-19,2019-12-14,-3558200.0,25,0
11,2019-11-19,2019-08-30,3558200.0,-81,1
11,2019-10-31,2019-10-11,3783081.0,-20,1
11,2019-10-31,2019-10-11,3783081.0,-20,1
14,2019-11-05,2019-11-05,5102500.0,0,0
11,2019-10-29,2019-07-20,1400800.0,-101,2
5,2019-11-05,2019-10-11,39944152.0,-25,1
9,2019-10-31,2019-10-16,308500.0,-15,1
5,2019-11-05,2019-10-14,3376000.0,-22,1
7,2019-11-06,2019-10-31,612782.0,-6,1
7,2019-11-06,2019-10-31,612782.0,-6,1
6,2019-11-06,2019-09-22,383000.0,-45,1
10,2019-10-29,2019-10-14,4248000.0,-15,1
10,2019-10-29,2019-10-28,5802275.0,-1,1
3,2019-11-05,2019-10-31,54490000.0,-5,1
2,2019-11-07,2019-11-07,596380.0,0,0
7,2019-10-28,2019-06-30,3634262.0,-120,2
7,2019-10-28,2019-04-12,3285700.0,-199,4
7,2019-10-28,2019-10-24,3865038.0,-4,1
7,2019-10-28,2019-09-30,152500.0,-28,1
7,2019-10-28,2019-10-10,3330250.0,-18,1
7,2019-10-28,2019-10-24,3114224.0,-4,1
7,2019-10-28,2019-10-27,4570000.0,-1,1
7,2019-10-28,2019-09-23,63301000.0,-35,1
2,2019-10-25,2019-10-10,-212121.0,-15,1
2,2019-10-25,2019-10-10,-212121.0,-15,1
11,2019-11-06,2019-10-21,2633125.0,-16,1
11,2019-11-06,2019-10-21,2633125.0,-16,1
11,2019-11-06,2019-10-21,1652125.0,-16,1
11,2019-11-06,2019-10-21,1652125.0,-16,1
3,2019-10-25,2019-10-25,5022650.0,0,0
11,2019-10-28,2019-09-25,463000.0,-33,1
11,2019-10-28,2019-09-25,616000.0,-33,1
11,2019-10-28,2019-09-25,603000.0,-33,1
11,2019-10-28,2019-09-25,193000.0,-33,1
6,2019-10-25,2019-09-30,19697800.0,-25,1
6,2019-10-25,2019-07-15,946200.0,-102,2
18,2019-11-04,2019-10-31,11565400.0,-4,1
10,2019-10-22,2019-10-17,4580400.0,-5,1
3,2019-10-24,2019-10-20,4829375.0,-4,1
7,2019-10-25,2019-09-30,10643800.0,-25,1
10,2019-11-06,2019-12-16,-28033426.0,40,0
10,2019-11-06,2019-04-14,28033426.0,-206,4
10,2019-11-06,2019-12-16,28033426.0,40,0
10,2019-11-06,2019-12-16,-28906556.0,40,0
10,2019-11-06,2019-06-14,28906556.0,-145,3
14,2019-10-14,2019-08-14,2815388.0,-61,1
14,2019-10-14,2019-06-17,2696650.0,-119,2
7,2019-10-25,2019-04-26,3220930.0,-182,4
13,2019-10-18,2019-10-12,5170200.0,-6,1
3,2019-10-25,2019-10-25,3231700.0,0,0
10,2019-10-18,2019-10-17,316683.0,-1,1
10,2019-10-18,2019-10-17,1011577.0,-1,1
18,2019-10-17,2018-10-31,2900040.0,-351,4
14,2019-10-18,2019-05-04,2896900.0,-167,3
14,2019-10-18,2019-11-17,-2896900.0,30,0
9,2019-10-19,2019-07-15,4291900.0,-96,2
9,2019-10-19,2019-10-13,3702925.0,-6,1
11,2019-10-18,2019-10-08,14107000.0,-10,1
13,2019-10-30,2019-10-14,4519030.0,-16,1
18,2019-10-15,2019-07-18,28276000.0,-89,1
10,2019-10-17,2019-10-17,13544215.0,0,0
2,2019-10-14,2019-09-25,4151500.0,-19,1
2,2019-10-14,2019-10-10,2952625.0,-4,1
2,2019-10-14,2019-10-12,2329150.0,-2,1
2,2019-10-14,2019-10-04,3262400.0,-10,1
2,2019-10-14,2019-10-04,-3262400.0,-10,1
2,2019-10-14,2019-07-18,4726750.0,-88,1
2,2019-10-14,2019-09-30,-4726750.0,-14,1
3,2019-10-14,2019-08-28,116500.0,-47,1
14,2019-10-15,2019-10-14,6970000.0,-1,1
18,2019-10-10,2019-02-16,648700.0,-236,4
4,2019-10-09,2019-10-04,1858200.0,-5,1
15,2019-10-10,2019-10-08,591854.0,-2,1
10,2019-10-14,2019-10-11,22262259.0,-3,1
10,2019-10-14,2019-08-16,5571000.0,-59,1
2,2019-10-14,2019-10-08,2563390.0,-6,1
2,2019-10-14,2019-09-13,7183000.0,-31,1
2,2019-10-14,2018-12-26,3481236.0,-292,4
10,2019-10-14,2019-01-31,4728750.0,-256,4
10,2019-10-14,2019-10-11,-4728750.0,-3,1
13,2019-11-29,2019-11-01,252100.0,-28,1
9,2019-10-19,2019-10-12,5538887.0,-7,1
10,2019-10-14,2019-09-26,2899000.0,-18,1
8,2019-10-10,2019-10-09,7528000.0,-1,1
11,2019-10-03,2019-10-03,5213840.0,0,0
14,2019-10-03,2019-08-08,11528500.0,-56,1
14,2019-10-03,2019-10-03,-11528500.0,0,0
18,2019-10-03,2019-09-30,198433.0,-3,1
18,2019-10-03,2019-09-30,438360.0,-3,1
18,2019-10-03,2019-09-30,667500.0,-3,1
18,2019-10-03,2019-09-30,344158.0,-3,1
18,2019-10-03,2019-09-30,167345.0,-3,1
3,2019-10-02,2019-09-20,4296000.0,-12,1
6,2019-10-01,2019-10-01,5616500.0,0,0
8,2019-09-30,2019-04-15,4636900.0,-168,3
8,2019-09-30,2019-09-25,-4636900.0,-5,1
8,2019-09-30,2019-03-25,3947000.0,-189,4
8,2019-09-30,2019-09-25,-3947000.0,-5,1
2,2019-09-30,2019-09-20,1053125.0,-10,1
14,2019-10-31,2019-10-30,3362200.0,-1,1
12,2019-09-30,2019-09-17,4630750.0,-13,1
3,2019-10-09,2019-10-09,5124850.0,0,0
10,2019-10-02,2019-09-24,4401800.0,-8,1
2,2019-09-30,2019-09-13,112223244.0,-17,1
2,2019-09-30,2019-09-16,-12711843.0,-14,1
10,2019-09-30,2019-09-30,22845966.0,0,0
15,2019-09-30,2019-08-16,139550.0,-45,1
18,2019-10-03,2019-10-02,16950.0,-1,1
18,2019-10-03,2019-09-30,561550.0,-3,1
10,2019-09-30,2019-09-29,3676310.0,-1,1
10,2019-09-30,2019-05-03,3410500.0,-150,3
16,2019-09-23,2019-09-17,2629150.0,-6,1
16,2019-09-23,2019-09-17,4371250.0,-6,1
7,2019-09-19,2019-07-23,2956225.0,-58,1
7,2019-09-19,2019-07-26,3022150.0,-55,1
14,2019-09-16,2019-06-17,2696650.0,-91,2
6,2019-09-25,2019-09-24,4081750.0,-1,1
3,2019-10-09,2019-09-30,71748955.0,-9,1
3,2019-09-27,2019-09-27,2735725.0,0,0
7,2019-09-30,2019-09-28,4088500.0,-2,1
7,2019-09-30,2019-10-02,2622010.0,2,0
7,2019-09-30,2019-09-27,4725250.0,-3,1
3,2019-10-04,2019-09-06,-638379.0,-28,1
3,2019-10-04,2019-09-06,-638379.0,-28,1
11,2019-09-13,2019-09-13,202000.0,0,0
11,2019-09-13,2019-08-30,40468600.0,-14,1
14,2019-09-16,2019-07-05,3894250.0,-73,1
10,2019-09-18,2019-09-18,81320162.0,0,0
10,2019-09-23,2019-09-18,8967916.0,-5,1
2,2019-09-25,2019-09-24,-3822523.0,-1,1
2,2019-09-25,2019-09-24,-3822523.0,-1,1
16,2019-09-23,2019-06-21,976000.0,-94,2
16,2019-09-23,2019-09-23,-976000.0,0,0
16,2019-09-23,2019-07-07,3921620.0,-78,1
16,2019-09-23,2019-09-18,-3921620.0,-5,1
16,2019-09-23,2019-07-11,6931000.0,-74,1
16,2019-09-23,2019-09-18,-6931000.0,-5,1
4,2019-09-19,2019-05-23,-1410098.0,-119,2
4,2019-09-19,2019-05-16,-781714.0,-126,3
4,2019-09-19,2019-05-23,-755428.0,-119,2
4,2019-09-19,2019-05-16,-1489265.0,-126,3
4,2019-09-19,2019-06-18,-335942.0,-93,2
4,2019-09-19,2019-08-23,-1010638.0,-27,1
4,2019-09-19,2019-08-23,-2213000.0,-27,1
4,2019-09-19,2019-08-23,-1331000.0,-27,1
4,2019-09-19,2019-08-23,-1517466.0,-27,1
4,2019-09-19,2019-08-23,-514830.0,-27,1
4,2019-09-19,2019-08-23,-248542.0,-27,1
4,2019-09-19,2019-05-23,-1410098.0,-119,2
4,2019-09-19,2019-05-16,-781714.0,-126,3
8,2019-09-26,2019-09-19,2992750.0,-7,1
16,2019-09-23,2019-09-23,-296860.0,0,0
16,2019-09-23,2019-05-29,296860.0,-117,2
16,2019-09-23,2019-05-22,3974000.0,-124,3
16,2019-09-23,2019-09-18,-3974000.0,-5,1
16,2019-09-23,2019-05-23,376450.0,-123,3
16,2019-09-23,2019-09-18,-376450.0,-5,1
8,2019-09-26,2019-09-23,5807000.0,-3,1
8,2019-09-26,2019-09-23,8509000.0,-3,1
8,2019-09-26,2019-09-23,6212300.0,-3,1
8,2019-09-26,2019-09-23,5117000.0,-3,1
8,2019-09-26,2019-09-23,5117000.0,-3,1
8,2019-09-26,2019-09-23,5801900.0,-3,1
8,2019-09-26,2019-09-23,8522000.0,-3,1
8,2019-09-26,2019-09-23,8746400.0,-3,1
8,2019-09-26,2019-09-23,-949900.0,-3,1
8,2019-09-26,2019-09-23,8746400.0,-3,1
8,2019-09-26,2019-09-23,-949900.0,-3,1
3,2019-09-26,2019-09-23,8639950.0,-3,1
7,2019-09-23,2019-09-09,171400.0,-14,1
7,2019-09-23,2019-09-14,3114224.0,-9,1
7,2019-09-23,2019-10-20,-3114224.0,27,0
2,2019-09-18,2019-09-09,5885400.0,-9,1
2,2019-09-18,2019-09-09,5885400.0,-9,1
7,2019-09-18,2019-09-13,1105450.0,-5,1
7,2019-09-18,2019-09-13,1105450.0,-5,1
2,2019-09-27,2019-09-26,301000.0,-1,1
2,2019-09-27,2019-09-26,3832750.0,-1,1
2,2019-09-27,2019-09-26,3832750.0,-1,1
2,2019-09-27,2019-09-26,3025048.0,-1,1
2,2019-09-27,2019-09-26,301000.0,-1,1
2,2019-09-27,2019-09-26,3832750.0,-1,1
2,2019-09-27,2019-09-26,3832750.0,-1,1
2,2019-09-27,2019-09-26,3025048.0,-1,1
16,2019-09-23,2019-09-18,-5299225.0,-5,1
13,2019-09-03,2019-07-23,159000.0,-42,1
13,2019-09-03,2019-07-23,159000.0,-42,1
6,2019-09-03,2019-06-29,336184.0,-66,1
16,2019-09-23,2019-05-24,5299225.0,-122,3
16,2019-09-23,2019-06-28,3980550.0,-87,1
16,2019-09-23,2019-09-18,-3980550.0,-5,1
16,2019-09-23,2019-07-11,5318500.0,-74,1
16,2019-09-23,2019-09-18,-3996625.0,-5,1
16,2019-09-23,2019-07-22,-1321875.0,-63,1
16,2019-09-23,2019-07-11,618500.0,-74,1
16,2019-09-23,2019-09-18,-618500.0,-5,1
16,2019-09-23,2019-07-11,454000.0,-74,1
16,2019-09-23,2019-09-18,-454000.0,-5,1
16,2019-09-23,2019-07-11,4092500.0,-74,1
16,2019-09-23,2019-09-18,-4092500.0,-5,1
16,2019-09-23,2019-07-17,5606600.0,-68,1
16,2019-09-23,2019-10-18,-5606600.0,25,0
9,2019-09-23,2019-09-13,5215575.0,-10,1
9,2019-09-23,2019-04-08,2217169.0,-168,3
9,2019-09-23,2019-09-03,-364362.0,-20,1
9,2019-09-23,2019-04-08,2160288.0,-168,3
9,2019-09-23,2019-09-03,-354881.0,-20,1
7,2019-08-31,2019-09-13,260500.0,13,0
18,2019-08-31,2019-08-29,150595.0,-2,1
18,2019-08-31,2019-08-29,304360.0,-2,1
18,2019-08-31,2019-08-29,201850.0,-2,1
18,2019-08-31,2019-08-29,321445.0,-2,1
18,2019-08-31,2019-08-30,184765.0,-1,1
18,2019-08-31,2019-08-30,193308.0,-1,1
18,2019-08-31,2019-08-30,218935.0,-1,1
18,2019-08-31,2019-08-30,204530.0,-1,1
18,2019-08-31,2019-08-30,123963.0,-1,1
18,2019-08-31,2019-08-30,1526575.0,-1,1
18,2019-08-31,2019-08-30,1266475.0,-1,1
10,2019-10-04,2019-09-30,3728900.0,-4,1
9,2019-08-31,2019-08-05,3333200.0,-26,1
9,2019-08-31,2019-08-05,3644420.0,-26,1
9,2019-08-31,2019-04-22,4457688.0,-131,3
9,2019-08-31,2019-06-21,-727448.0,-71,1
9,2019-09-23,2019-08-27,1716085.0,-27,1
9,2019-09-23,2019-08-19,1722829.0,-35,1
4,2019-09-17,2019-08-30,8544594.0,-18,1
9,2019-09-23,2019-08-19,1722829.0,-35,1
9,2019-09-23,2019-08-01,2249684.0,-53,1
18,2019-08-30,2019-08-29,2862528.0,-1,1
18,2019-08-30,2019-08-29,2862528.0,-1,1
10,2019-08-29,2019-06-17,375250.0,-73,1
10,2019-08-29,2019-08-27,4795173.0,-2,1
10,2019-08-29,2019-07-30,3800500.0,-30,1
10,2019-08-29,2019-07-22,101157.0,-38,1
14,2019-08-29,2019-06-09,4718000.0,-81,1
14,2019-08-29,2019-06-09,4718000.0,-81,1
14,2019-08-29,2019-06-09,4718000.0,-81,1
14,2019-08-29,2019-06-09,4718000.0,-81,1
9,2019-08-31,2019-10-10,608500.0,40,0
18,2019-08-30,2019-08-27,270760.0,-3,1
18,2019-08-30,2019-08-23,490000.0,-7,1
13,2019-08-28,2019-05-28,1718875.0,-92,2
13,2019-08-28,2019-05-28,1718875.0,-92,2
2,2019-08-28,2019-08-01,3888950.0,-27,1
16,2019-08-28,2019-08-02,4643500.0,-26,1
16,2019-08-28,2019-08-26,4139125.0,-2,1
16,2019-08-28,2019-07-11,4626500.0,-48,1
16,2019-08-28,2019-08-08,-1148875.0,-20,1
16,2019-08-28,2019-07-04,4893500.0,-55,1
16,2019-08-28,2019-08-08,-1215625.0,-20,1
16,2019-08-28,2019-08-28,3928188.0,0,0
6,2019-08-28,2019-07-31,136500.0,-28,1
6,2019-08-28,2019-07-31,402000.0,-28,1
14,2019-08-29,2019-09-21,238200.0,23,0
18,2019-08-27,2019-08-12,3798250.0,-15,1
18,2019-08-27,2019-08-12,3798250.0,-15,1
10,2019-08-28,2019-08-26,6309571.0,-2,1
8,2019-08-24,2019-08-22,4159000.0,-2,1
2,2019-09-03,2019-07-18,813338.0,-47,1
2,2019-09-03,2019-01-11,3316975.0,-235,4
2,2019-09-03,2019-07-27,811000.0,-38,1
16,2019-08-27,2019-05-24,8189800.0,-95,2
16,2019-08-27,2019-07-19,-8158800.0,-39,1
16,2019-08-27,2019-05-25,4508000.0,-94,2
16,2019-08-27,2019-07-31,-1119250.0,-27,1
16,2019-08-27,2019-05-18,4240255.0,-101,2
16,2019-08-27,2019-08-08,-4240255.0,-19,1
16,2019-08-27,2019-08-01,-2696650.0,-26,1
16,2019-08-27,2019-06-18,2696650.0,-70,1
16,2019-08-27,2019-06-21,4600000.0,-67,1
16,2019-08-27,2019-08-23,-4600000.0,-4,1
16,2019-08-27,2019-06-21,11866000.0,-67,1
16,2019-08-27,2019-08-23,-11866000.0,-4,1
16,2019-08-27,2019-07-01,3122875.0,-57,1
16,2019-08-27,2019-07-17,-3122875.0,-41,1
16,2019-08-27,2019-07-25,23985800.0,-33,1
16,2019-08-27,2019-08-23,-23954800.0,-4,1
16,2019-08-27,2019-08-16,3492550.0,-11,1
16,2019-08-27,2019-08-16,-3492550.0,-11,1
16,2019-08-27,2019-07-24,-812592.0,-34,1
16,2019-08-27,2019-07-08,843592.0,-50,1
15,2019-08-29,2019-05-31,515500.0,-90,1
15,2019-08-29,2019-08-28,-515500.0,-1,1
15,2019-08-29,2019-06-16,557500.0,-74,1
15,2019-08-29,2019-08-28,-557500.0,-1,1
15,2019-08-29,2019-06-23,4569500.0,-67,1
15,2019-08-29,2019-08-28,-4569500.0,-1,1
15,2019-08-29,2019-07-01,31881000.0,-59,1
15,2019-08-29,2019-08-28,-31881000.0,-1,1
15,2019-08-29,2019-06-13,2218000.0,-77,1
15,2019-08-29,2019-08-29,-2218000.0,0,0
15,2019-08-29,2019-04-02,617500.0,-149,3
15,2019-08-29,2019-08-29,-617500.0,0,0
15,2019-08-29,2019-04-02,785000.0,-149,3
8,2019-09-13,2019-07-03,3704125.0,-72,1
8,2019-09-13,2019-06-11,11791000.0,-94,2
5,2019-08-25,2019-08-24,25450920.0,-1,1
8,2019-09-13,2019-05-15,6941000.0,-121,3
8,2019-08-24,2019-08-14,2877500.0,-10,1
8,2019-08-24,2019-08-14,121000.0,-10,1
10,2019-08-28,2019-09-26,12840637.0,29,0
15,2019-08-29,2019-08-29,-785000.0,0,0
15,2019-08-29,2019-04-03,823000.0,-148,3
15,2019-08-29,2019-08-29,-823000.0,0,0
15,2019-08-29,2019-04-06,760000.0,-145,3
15,2019-08-29,2019-08-29,-760000.0,0,0
15,2019-08-29,2019-04-12,490000.0,-139,3
15,2019-08-29,2019-08-29,-490000.0,0,0
15,2019-08-29,2019-04-15,515500.0,-136,3
15,2019-08-29,2019-08-29,-515500.0,0,0
10,2019-08-23,2018-09-03,2501000.0,-354,4
10,2019-08-23,2018-08-15,3459000.0,-373,4
8,2019-09-13,2019-05-15,7610000.0,-121,3
15,2019-08-29,2019-04-21,638500.0,-130,3
15,2019-08-29,2019-08-29,-638500.0,0,0
15,2019-08-29,2019-04-24,640000.0,-127,3
10,2019-08-23,2019-09-15,972147.0,23,0
