Branch,pdate,BILLDATE,Nominal,days_late,kolektibilitas
6,2017-08-09,2017-01-13,128636850.0,-208,4
8,2017-05-19,2017-04-18,2691000.0,-31,1
3,2017-07-31,2017-03-30,3449896.0,-123,3
3,2017-07-31,2017-07-18,-3449896.0,-13,1
10,2017-09-19,2017-02-23,223600.0,-208,4
10,2017-09-19,2017-09-18,-223600.0,-1,1
6,2017-09-07,2017-08-23,3008928.0,-15,1
10,2017-10-13,2017-09-22,3802500.0,-21,1
16,2017-08-18,2017-06-11,187871.0,-68,1
16,2017-08-18,2017-08-18,-131920.0,0,0
3,2017-07-17,2017-08-10,4162000.0,24,0
3,2017-11-24,2017-09-30,101350.0,-55,1
3,2017-11-24,2017-09-30,68688.0,-55,1
10,2017-10-13,2017-10-12,6048490.0,-1,1
11,2017-10-22,2017-06-22,3671950.0,-122,3
11,2017-10-22,2017-06-19,4091000.0,-125,3
11,2017-10-22,2017-06-22,5244069.0,-122,3
10,2017-09-27,2017-09-12,-2341180.0,-15,1
10,2017-09-19,2017-06-20,8489000.0,-91,2
10,2017-09-19,2017-09-18,-8489000.0,-1,1
4,2017-08-03,2017-07-31,395500.0,-3,1
3,2018-09-28,2018-06-22,2417739.0,-98,2
6,2018-10-29,2018-10-25,-2942988.0,-4,1
5,2019-01-25,2019-03-08,-2062450.0,42,0
3,2019-01-23,2019-01-23,3410565.0,0,0
16,2019-01-22,2019-02-15,111922120.0,24,0
11,2019-01-16,2018-12-14,233500.0,-33,1
11,2019-01-15,2019-02-14,6420948.0,30,0
18,2019-01-17,2019-01-16,681250.0,-1,1
3,2017-05-30,2017-05-04,3934938.0,-26,1
3,2017-05-30,2017-05-15,790482.0,-15,1
3,2017-05-30,2017-04-28,4506877.0,-32,1
10,2017-05-19,2017-04-27,445375.0,-22,1
10,2019-01-09,2019-02-08,4495600.0,30,0
11,2019-01-19,2019-02-18,4742000.0,30,0
12,2017-05-18,2017-04-12,6371000.0,-36,1
12,2017-05-18,2017-04-28,679000.0,-20,1
12,2017-05-18,2017-04-28,719500.0,-20,1
12,2017-05-18,2017-04-28,679000.0,-20,1
12,2017-05-18,2017-04-28,760000.0,-20,1
12,2017-05-18,2017-04-28,760000.0,-20,1
14,2018-12-31,2018-09-27,256524624.0,-95,2
14,2018-12-31,2018-12-31,-256524624.0,0,0
10,2017-03-13,2017-03-13,4021000.0,0,0
3,2017-03-09,2017-01-26,204530.0,-42,1
9,2018-12-28,2018-11-26,3185875.0,-32,1
11,2017-05-19,2017-04-30,3723250.0,-19,1
3,2018-12-27,2018-11-14,134600.0,-43,1
3,2018-12-26,2018-12-20,4118900.0,-6,1
3,2018-12-26,2018-12-20,1657475.0,-6,1
3,2018-12-26,2018-11-25,176725.0,-31,1
3,2018-12-27,2018-12-27,3066362.0,0,0
10,2017-03-13,2017-04-07,3829955.0,25,0
16,2017-05-18,2017-05-25,618500.0,7,0
3,2017-05-31,2017-02-04,3350000.0,-116,2
16,2017-03-13,2017-01-20,3568100.0,-52,1
16,2017-03-13,2017-04-10,-3568100.0,28,0
16,2017-03-13,2017-02-25,140171000.0,-16,1
12,2018-12-14,2018-12-07,-3537500.0,-7,1
12,2018-12-14,2018-11-15,3537500.0,-29,1
16,2017-03-13,2017-03-25,-140171000.0,12,0
10,2017-05-31,2017-05-29,2527000.0,-2,1
16,2017-03-13,2017-05-10,-17531485.0,58,0
16,2017-03-13,2016-10-30,17531485.0,-134,3
3,2017-05-31,2017-04-12,4925750.0,-49,1
3,2017-05-31,2017-01-31,3516000.0,-120,2
3,2017-05-31,2017-01-31,3119000.0,-120,2
3,2017-05-31,2017-02-01,3001000.0,-119,2
3,2017-05-31,2017-03-30,3797000.0,-62,1
3,2017-05-31,2016-11-26,3089100.0,-186,4
3,2017-05-31,2017-03-01,7267000.0,-91,2
8,2018-11-30,2018-01-09,-23928.0,-325,4
8,2018-11-30,2018-01-09,-5337175.0,-325,4
8,2018-11-30,2018-01-09,-1227375.0,-325,4
8,2018-11-30,2018-01-09,-973223.0,-325,4
3,2017-03-10,2017-02-22,5588200.0,-16,1
3,2017-03-10,2017-02-14,14554500.0,-24,1
10,2018-11-15,2018-10-10,6360686.0,-36,1
8,2018-11-05,2018-07-02,2431525.0,-126,3
8,2018-10-10,2018-08-14,2450500.0,-57,1
3,2018-09-28,2018-05-30,3311575.0,-121,3
3,2018-09-28,2018-06-22,-4089026.0,-98,2
3,2018-09-28,2018-05-27,-1640288.0,-124,3
3,2018-09-28,2018-07-16,3692450.0,-74,1
16,2018-10-02,2018-10-26,368600.0,24,0
6,2018-09-24,2018-08-09,3077125.0,-46,1
8,2018-09-29,2018-09-18,4208781.0,-11,1
8,2018-09-29,2018-09-26,5601375.0,-3,1
8,2018-09-29,2018-09-26,-4208781.0,-3,1
18,2018-09-03,2018-08-14,245400.0,-20,1
10,2017-03-13,2017-02-13,551000.0,-28,1
10,2017-03-13,2017-02-16,139000.0,-25,1
12,2018-08-08,2018-08-08,4047819.0,0,0
15,2017-05-19,2017-04-16,277771.0,-33,1
15,2017-05-19,2017-05-28,2035110.0,9,0
7,2017-05-19,2016-07-01,4592000.0,-322,4
7,2017-05-19,2017-05-18,3724959.0,-1,1
7,2017-05-19,2017-05-18,-4293100.0,-1,1
7,2017-05-19,2017-05-18,3686416.0,-1,1
7,2017-05-19,2017-05-18,-4249000.0,-1,1
12,2017-05-19,2016-05-19,2576932.0,-365,4
9,2018-05-23,2018-01-29,220000.0,-114,2
12,2017-05-19,2016-12-13,-2570400.0,-157,3
7,2017-05-19,2016-07-01,4293100.0,-322,4
7,2017-05-19,2016-07-01,4249000.0,-322,4
6,2018-04-25,2018-02-25,11211348.0,-59,1
11,2018-01-31,2018-01-27,247000.0,-4,1
10,2017-12-20,2017-09-25,1054503960.0,-86,1
10,2018-01-04,2017-11-30,18263290.0,-35,1
10,2018-01-04,2017-12-21,4464600.0,-14,1
10,2018-01-04,2017-12-19,220000.0,-16,1
9,2017-12-14,2017-12-14,15991239.0,0,0
13,2017-10-25,2017-09-25,3587000.0,-30,1
10,2017-10-10,2017-06-30,4166000.0,-102,2
10,2017-10-10,2017-10-05,-4166000.0,-5,1
11,2017-10-22,2017-06-22,4885600.0,-122,3
11,2017-10-22,2017-06-22,5244069.0,-122,3
16,2017-08-18,2017-04-09,394300.0,-131,3
16,2017-08-18,2017-08-18,-394300.0,0,0
18,2018-09-03,2018-08-14,184765.0,-20,1
8,2018-09-29,2018-09-28,-5601375.0,-1,1
7,2017-05-19,2017-05-18,3986189.0,-1,1
7,2017-05-19,2017-05-18,-4592000.0,-1,1
11,2018-12-03,2018-12-16,6052000.0,13,0
12,2017-05-19,2017-01-17,1240600.0,-122,3
12,2017-05-19,2017-05-19,-1240600.0,0,0
8,2018-10-10,2018-09-25,3044875.0,-15,1
8,2018-10-10,2018-09-21,2952250.0,-19,1
3,2018-09-28,2018-09-26,-3692450.0,-2,1
8,2018-09-29,2018-09-14,3199750.0,-15,1
8,2018-09-29,2018-09-26,-3199750.0,-3,1
8,2018-09-29,2018-09-28,3040375.0,-1,1
8,2018-09-29,2018-09-28,-3040375.0,-1,1
8,2018-09-29,2018-06-08,923500.0,-113,2
14,2018-07-11,2018-07-08,361000.0,-3,1
14,2018-07-11,2018-07-18,3075123.0,7,0
2,2018-07-06,2018-02-05,1879000.0,-151,3
2,2018-07-06,2018-02-05,787000.0,-151,3
6,2018-04-20,2017-12-28,3933813.0,-113,2
6,2018-04-20,2017-10-09,106000.0,-193,4
10,2018-04-20,2017-12-08,3865675.0,-133,3
10,2018-04-13,2018-04-04,12181000.0,-9,1
10,2018-01-04,2017-10-26,713500.0,-70,1
10,2018-01-04,2017-10-25,746000.0,-71,1
6,2017-12-27,2017-12-07,2409640.0,-20,1
9,2017-12-14,2017-11-22,3605518.0,-22,1
11,2017-10-22,2017-06-22,5244069.0,-122,3
9,2017-11-19,2017-10-31,4693550.0,-19,1
11,2017-10-22,2017-06-20,3671950.0,-124,3
4,2017-01-23,2017-01-05,481895.0,-18,1
14,2018-06-25,2018-07-05,606280.0,10,0
12,2018-07-02,2018-05-31,1412260.0,-32,1
11,2018-08-28,2018-09-23,591625.0,26,0
12,2017-05-19,2017-04-07,1660325.0,-42,1
3,2017-04-28,2016-06-22,397000.0,-310,4
10,2018-03-28,2017-11-15,5139950.0,-133,3
10,2018-03-28,2018-03-27,-5139950.0,-1,1
10,2018-03-28,2018-02-05,6515600.0,-51,1
10,2018-03-28,2018-03-27,-6515600.0,-1,1
15,2018-01-31,2018-02-20,3541625.0,20,0
11,2017-10-20,2017-09-29,3555625.0,-21,1
10,2017-09-05,2016-08-31,864800.0,-370,4
9,2017-12-14,2017-10-10,193000.0,-65,1
16,2017-12-15,2016-12-29,6391000.0,-351,4
3,2018-11-20,2018-11-06,-706233.0,-14,1
3,2018-11-20,2018-11-06,-706233.0,-14,1
8,2018-11-26,2018-09-19,3121000.0,-68,1
3,2018-11-26,2018-10-30,227190316.0,-27,1
3,2018-11-26,2018-11-08,88692790.0,-18,1
5,2017-03-10,2017-03-08,1972000.0,-2,1
10,2017-03-13,2017-03-10,237500.0,-3,1
5,2017-03-10,2017-03-02,3333900.0,-8,1
17,2017-03-13,2017-02-03,22568600.0,-38,1
13,2017-05-19,2017-04-10,3619800.0,-39,1
16,2017-05-19,2017-05-07,5027000.0,-12,1
16,2017-05-19,2017-06-14,-5027000.0,26,0
3,2018-11-21,2018-10-31,1319000.0,-21,1
10,2017-05-19,2017-01-11,14733500.0,-128,3
2,2017-05-19,2016-11-14,311720.0,-186,4
2,2017-05-19,2017-05-18,-311720.0,-1,1
2,2017-05-19,2017-01-12,247450.0,-127,3
2,2017-05-19,2017-05-18,-247450.0,-1,1
2,2017-05-19,2017-01-18,311800.0,-121,3
2,2017-05-19,2017-05-18,-311800.0,-1,1
2,2017-05-19,2017-01-31,1220061.0,-108,2
2,2017-05-19,2017-05-18,-1220061.0,-1,1
16,2018-11-15,2018-08-08,5311000.0,-99,2
2,2017-05-19,2017-03-27,16113230.0,-53,1
2,2017-05-19,2017-05-18,-16113230.0,-1,1
2,2017-05-19,2017-02-01,889000.0,-107,2
2,2017-05-19,2017-05-18,-889000.0,-1,1
2,2017-03-13,2017-03-09,2772000.0,-4,1
2,2017-03-13,2017-03-09,2044325.0,-4,1
2,2017-03-13,2017-03-09,1527250.0,-4,1
2,2017-05-19,2016-10-21,300100.0,-210,4
2,2017-05-19,2017-05-18,-300100.0,-1,1
2,2017-05-19,2017-01-04,296500.0,-135,3
2,2017-05-19,2017-05-18,-296500.0,-1,1
2,2017-05-19,2016-11-10,301000.0,-190,4
2,2017-05-19,2017-05-18,-301000.0,-1,1
15,2017-03-13,2017-03-24,3305650.0,11,0
2,2017-03-13,2016-02-22,1509750.0,-385,4
2,2017-05-19,2016-08-23,543100.0,-269,4
2,2017-05-19,2017-05-19,-543100.0,0,0
2,2017-05-19,2016-08-24,3222050.0,-268,4
2,2017-05-19,2017-05-19,-2424288.0,0,0
2,2017-05-19,2016-08-25,-797763.0,-267,4
2,2017-05-19,2017-05-19,-583350.0,0,0
16,2017-03-13,2017-01-06,4728088.0,-66,1
2,2017-05-19,2016-11-24,583350.0,-176,3
2,2017-05-19,2016-10-12,330700.0,-219,4
2,2017-05-19,2017-05-19,-330700.0,0,0
2,2017-05-19,2016-10-19,360400.0,-212,4
2,2017-05-19,2017-05-19,-360400.0,0,0
2,2017-05-19,2016-11-01,589900.0,-199,4
2,2017-05-19,2017-05-19,-589900.0,0,0
13,2018-11-09,2018-10-22,4499000.0,-18,1
2,2017-05-19,2017-02-02,5611000.0,-106,2
2,2017-05-19,2017-05-19,-5611000.0,0,0
2,2017-05-19,2017-02-09,3144568.0,-99,2
2,2017-05-19,2017-05-19,-323811.0,0,0
13,2018-11-07,2018-09-12,319000.0,-56,1
2,2017-05-19,2017-03-02,5959975.0,-78,1
2,2017-05-19,2017-05-19,-5959975.0,0,0
15,2018-11-07,2018-09-22,103000.0,-46,1
9,2018-11-02,2018-08-31,20903800.0,-63,1
2,2017-05-19,2017-02-23,631000.0,-85,1
2,2017-05-19,2017-05-19,-631000.0,0,0
11,2018-10-25,2018-11-21,18448876.0,27,0
11,2018-10-26,2018-11-24,3926575.0,29,0
17,2018-10-24,2018-10-21,2165875.0,-3,1
17,2018-10-24,2018-10-23,-2165875.0,-1,1
4,2017-03-10,2016-12-21,144560.0,-79,1
15,2018-10-23,2018-10-19,2324200.0,-4,1
2,2017-03-13,2017-02-09,3144568.0,-32,1
2,2017-03-13,2017-02-08,2941000.0,-33,1
2,2017-03-13,2017-02-08,3047406.0,-33,1
2,2017-03-13,2017-01-20,52906000.0,-52,1
2,2017-03-13,2017-02-17,1423300.0,-24,1
2,2017-03-13,2017-02-23,2891000.0,-18,1
2,2017-03-13,2017-02-21,3726500.0,-20,1
2,2017-03-13,2017-02-21,9713000.0,-20,1
15,2017-03-13,2017-03-03,-11411140.0,-10,1
15,2017-03-13,2016-12-10,11411140.0,-93,2
15,2017-03-13,2017-03-04,5381947.0,-9,1
15,2017-03-13,2017-03-04,-5381947.0,-9,1
17,2018-10-08,2018-09-27,-3610867.0,-11,1
17,2018-10-08,2018-09-27,-6449026.0,-11,1
4,2018-10-04,2018-08-21,8299000.0,-44,1
10,2017-03-13,2016-12-29,258500.0,-74,1
2,2017-03-13,2017-03-13,-3213526.0,0,0
2,2017-03-13,2016-04-22,3214677.0,-325,4
2,2017-03-13,2016-07-20,2979486.0,-236,4
8,2018-09-29,2018-09-26,-3661000.0,-3,1
8,2018-09-29,2018-06-30,4117713.0,-91,2
8,2018-09-29,2018-09-29,-4117713.0,0,0
8,2018-09-29,2018-07-26,2678000.0,-65,1
8,2018-09-29,2018-09-29,-2678000.0,0,0
8,2018-09-29,2018-09-04,6037375.0,-25,1
8,2018-09-29,2018-09-27,-6037375.0,-2,1
8,2018-09-29,2018-09-25,3040375.0,-4,1
8,2018-09-29,2018-09-26,-3040375.0,-3,1
8,2018-09-29,2018-09-29,-923500.0,0,0
8,2018-09-29,2018-08-15,4517000.0,-45,1
8,2018-09-29,2018-09-26,-4517000.0,-3,1
8,2018-09-29,2018-08-30,3661000.0,-30,1
12,2018-09-29,2018-09-29,-614200.0,0,0
15,2018-09-29,2018-06-21,1003000.0,-100,2
12,2018-09-29,2018-05-25,614200.0,-127,3
3,2018-09-28,2018-07-25,3669678.0,-65,1
17,2018-09-28,2018-09-26,2535700.0,-2,1
17,2018-09-28,2018-09-26,-2308000.0,-2,1
6,2018-09-26,2018-07-16,5078500.0,-72,1
6,2018-09-26,2018-08-14,2809300.0,-43,1
15,2018-09-24,2018-08-06,-204197.0,-49,1
15,2018-09-24,2018-08-06,-332096.0,-49,1
15,2018-09-24,2018-08-06,-462879.0,-49,1
15,2018-09-24,2018-10-21,30445000.0,27,0
15,2018-09-24,2018-08-06,-462879.0,-49,1
2,2018-09-17,2018-09-13,620225.0,-4,1
15,2018-09-24,2018-08-31,1028173.0,-24,1
6,2018-09-12,2018-08-10,2736700.0,-33,1
10,2017-03-13,2017-03-10,730600.0,-3,1
18,2018-09-03,2018-08-16,3536600.0,-18,1
18,2018-09-03,2018-08-14,130160.0,-20,1
18,2018-09-03,2018-08-31,201850.0,-3,1
18,2018-09-03,2018-08-03,3713200.0,-31,1
10,2018-08-29,2018-07-11,1549000.0,-49,1
3,2018-08-30,2018-08-14,103000.0,-16,1
3,2018-08-23,2018-08-16,3555400.0,-7,1
2,2017-03-13,2017-03-09,2041938.0,-4,1
2,2017-03-13,2017-01-13,11231000.0,-59,1
18,2018-08-08,2018-07-11,2779750.0,-28,1
15,2017-05-24,2017-06-09,3852500.0,16,0
17,2018-08-01,2018-06-27,52994081.0,-35,1
17,2018-08-01,2018-06-27,43546966.0,-35,1
3,2017-05-24,2017-05-08,3890500.0,-16,1
16,2018-08-03,2018-09-01,4511281.0,29,0
3,2018-07-16,2018-06-07,332500.0,-39,1
10,2017-05-19,2016-12-23,166000.0,-147,3
10,2017-05-19,2017-05-19,-166000.0,0,0
10,2017-05-19,2016-12-23,283000.0,-147,3
10,2017-05-19,2017-05-19,-283000.0,0,0
2,2017-03-13,2017-03-13,-2979486.0,0,0
2,2017-03-13,2016-08-08,3421740.0,-217,4
2,2017-03-13,2017-03-13,-3421740.0,0,0
2,2017-03-13,2016-09-06,4443250.0,-188,4
2,2017-03-13,2017-03-13,-4443200.0,0,0
2,2017-03-13,2016-10-03,4783400.0,-161,3
2,2017-03-13,2017-03-13,-4783400.0,0,0
2,2017-03-13,2017-03-13,-3235000.0,0,0
2,2017-03-13,2016-10-14,3235000.0,-150,3
2,2017-03-13,2017-03-13,-2779468.0,0,0
2,2017-03-13,2016-12-14,2779468.0,-89,1
11,2017-03-13,2017-03-24,1799000.0,11,0
12,2018-06-04,2018-05-24,52927.0,-11,1
6,2017-03-13,2017-01-27,2989300.0,-45,1
7,2018-05-18,2018-01-24,5407600.0,-114,2
7,2018-05-18,2018-02-08,7373200.0,-99,2
14,2017-02-28,2016-03-10,3959000.0,-355,4
6,2017-04-30,2017-04-11,1015000.0,-19,1
8,2018-05-16,2018-04-29,668000.0,-17,1
8,2018-05-16,2018-04-30,95000.0,-16,1
6,2018-02-27,2017-10-12,3306363.0,-138,3
6,2018-02-27,2018-02-08,18369126.0,-19,1
15,2018-03-31,2017-11-16,4515000.0,-135,3
15,2018-03-31,2018-03-08,-4515000.0,-23,1
10,2018-01-04,2017-12-07,106816.0,-28,1
10,2018-03-28,2018-02-19,3252600.0,-37,1
10,2018-03-28,2018-03-19,-3221600.0,-9,1
17,2018-01-04,2017-11-03,3718000.0,-62,1
16,2017-12-15,2017-12-30,-3159000.0,15,0
18,2017-12-08,2017-11-21,3067300.0,-17,1
18,2017-09-29,2017-08-31,838125.0,-29,1
13,2017-10-14,2017-09-12,98000.0,-32,1
16,2017-08-18,2017-06-15,32931300.0,-64,1
16,2017-08-18,2017-08-18,-32931300.0,0,0
7,2017-09-30,2017-09-14,3699100.0,-16,1
7,2017-09-30,2017-07-07,3925714.0,-85,1
3,2017-01-25,2017-01-24,1569936.0,-1,1
7,2017-09-30,2017-07-31,-973678.0,-61,1
2,2018-05-17,2018-05-04,4291900.0,-13,1
14,2017-02-28,2017-02-28,-5200000.0,0,0
14,2017-02-28,2017-02-28,-3635000.0,0,0
7,2018-04-23,2018-02-20,615250.0,-62,1
11,2018-04-11,2018-04-28,9398616.0,17,0
11,2018-04-11,2018-04-28,3664118.0,17,0
11,2018-04-11,2018-04-08,4240819.0,-3,1
15,2018-03-31,2017-12-10,3797000.0,-111,2
3,2018-02-22,2018-02-22,2276875.0,0,0
10,2018-02-26,2018-01-30,5045000.0,-27,1
10,2018-02-26,2018-01-31,211000.0,-26,1
4,2017-01-24,2016-12-06,8527600.0,-49,1
16,2017-12-27,2017-07-09,5228500.0,-171,3
11,2017-12-15,2017-12-29,3278200.0,14,0
16,2017-12-27,2017-12-22,-3928500.0,-5,1
18,2017-12-21,2017-12-15,1518160.0,-6,1
9,2017-12-14,2017-11-30,2833000.0,-14,1
3,2017-12-24,2018-01-14,3383500.0,21,0
5,2017-10-24,2017-10-03,490000.0,-21,1
8,2017-11-30,2017-08-25,754800.0,-97,2
3,2017-09-18,2017-09-12,5528500.0,-6,1
7,2017-09-30,2017-07-07,3925714.0,-85,1
7,2017-09-30,2017-07-31,-973678.0,-61,1
3,2017-08-30,2017-06-07,3142280.0,-84,1
3,2017-08-30,2017-07-10,3873960.0,-51,1
2,2017-08-22,2017-04-12,3917500.0,-132,3
3,2017-08-21,2017-07-19,3634000.0,-33,1
4,2017-09-27,2017-08-23,688266.0,-35,1
14,2017-09-26,2017-08-31,321400.0,-26,1
16,2017-09-26,2017-10-25,4602800.0,29,0
3,2017-09-25,2017-04-29,3628250.0,-149,3
3,2017-09-25,2017-04-29,3793044.0,-149,3
9,2017-09-29,2017-09-20,364000.0,-9,1
9,2017-09-29,2017-09-20,359140.0,-9,1
9,2017-09-29,2017-09-13,317650.0,-16,1
9,2017-09-29,2017-09-19,211000.0,-10,1
9,2017-09-29,2017-08-31,305050.0,-29,1
5,2017-09-25,2017-09-04,1258000.0,-21,1
5,2017-09-25,2017-09-04,647000.0,-21,1
6,2017-10-03,2017-10-03,4313000.0,0,0
15,2017-09-26,2017-07-31,-404250.0,-57,1
2,2017-09-26,2017-08-23,31117169.0,-34,1
2,2017-09-26,2017-09-01,445375.0,-25,1
16,2017-10-02,2017-10-15,1067000.0,13,0
2,2018-01-25,2017-07-24,-298300.0,-185,4
15,2018-03-31,2018-03-26,-3797000.0,-5,1
2,2018-05-17,2018-04-30,5438500.0,-17,1
18,2018-08-08,2018-07-25,432625.0,-14,1
10,2017-05-19,2016-09-24,193000.0,-237,4
10,2017-05-19,2017-05-19,-193000.0,0,0
10,2017-05-19,2016-12-23,7171000.0,-147,3
10,2017-05-19,2017-05-19,-7171000.0,0,0
11,2017-03-12,2017-02-27,421000.0,-13,1
4,2018-08-10,2018-08-09,6650000.0,-1,1
6,2018-08-10,2018-05-22,7721000.0,-80,1
10,2018-08-10,2018-08-09,5062150.0,-1,1
6,2018-08-09,2018-07-30,4146550.0,-10,1
6,2017-03-13,2017-02-14,2624500.0,-27,1
14,2018-08-02,2018-07-26,25336000.0,-7,1
9,2018-08-07,2017-09-28,2020000.0,-313,4
17,2018-08-01,2018-06-27,33876751.0,-35,1
13,2018-07-31,2018-07-31,-4815650.0,0,0
14,2018-08-02,2018-06-17,4409875.0,-46,1
2,2018-07-31,2018-07-23,3231700.0,-8,1
3,2018-07-30,2018-07-24,4073975.0,-6,1
11,2018-07-20,2018-05-17,3070000.0,-64,1
3,2018-07-18,2017-10-25,-122399.0,-266,4
7,2018-07-06,2018-06-30,-3284650.0,-6,1
4,2018-06-21,2018-06-08,9265000.0,-13,1
2,2018-06-01,2018-06-01,3901953.0,0,0
8,2018-03-14,2017-09-11,1597720.0,-184,4
8,2018-03-14,2017-09-11,1591000.0,-184,4
3,2018-02-22,2018-03-08,17507441.0,14,0
8,2018-04-17,2018-02-13,2897125.0,-63,1
3,2018-03-27,2018-03-22,2637008.0,-5,1
7,2018-02-06,2017-12-23,6308536.0,-45,1
7,2018-02-06,2017-10-24,5624944.0,-105,2
9,2018-03-22,2018-03-01,-2704733.0,-21,1
9,2018-03-22,2017-12-15,5479765.0,-97,2
8,2018-02-07,2018-01-24,629400.0,-14,1
8,2018-02-07,2018-01-24,603000.0,-14,1
8,2018-02-07,2018-01-24,1116025.0,-14,1
5,2018-02-22,2017-05-31,6770200.0,-267,4
2,2018-01-25,2017-03-21,-193410.0,-310,4
2,2018-01-25,2016-12-22,3387393.0,-399,4
16,2017-10-02,2017-10-12,2319000.0,10,0
3,2017-09-19,2017-07-31,3353520.0,-50,1
13,2017-10-14,2017-10-14,5501000.0,0,0
13,2017-10-14,2017-10-05,2281500.0,-9,1
8,2018-03-14,2017-04-07,605793.0,-341,4
9,2018-04-23,2017-08-28,410500.0,-238,4
13,2018-03-09,2017-12-20,3432000.0,-79,1
7,2018-02-06,2017-12-13,6496360.0,-55,1
7,2018-02-06,2017-12-23,8403720.0,-45,1
10,2017-01-25,2016-01-08,-342598.0,-383,4
17,2017-01-25,2017-01-11,4246000.0,-14,1
17,2017-01-25,2016-12-30,3504000.0,-26,1
17,2017-01-25,2017-01-18,4370600.0,-7,1
17,2017-01-25,2017-01-18,4188600.0,-7,1
17,2017-01-25,2017-01-18,5399000.0,-7,1
17,2017-01-25,2017-01-11,4106000.0,-14,1
3,2017-12-14,2017-11-24,1802800.0,-20,1
3,2017-12-14,2017-12-12,5776000.0,-2,1
10,2017-08-20,2017-07-18,4914000.0,-33,1
10,2017-08-20,2017-08-04,4151000.0,-16,1
10,2017-08-20,2017-07-21,3310970.0,-30,1
10,2017-08-20,2017-06-18,3002980.0,-63,1
2,2018-01-25,2017-04-12,2488000.0,-288,4
7,2018-02-06,2018-01-17,3910400.0,-20,1
7,2018-02-06,2018-01-15,3313668.0,-22,1
7,2018-02-06,2018-01-15,3313668.0,-22,1
7,2018-02-06,2018-01-15,3313668.0,-22,1
15,2018-02-15,2017-12-22,2449586.0,-55,1
15,2018-02-15,2018-01-21,1844940.0,-25,1
2,2018-02-19,2017-10-26,2488840.0,-116,2
7,2018-02-06,2018-01-15,3313668.0,-22,1
13,2018-03-09,2018-02-26,3890500.0,-11,1
9,2018-01-31,2018-01-24,285205.0,-7,1
9,2018-01-31,2018-01-16,409675.0,-15,1
9,2018-01-31,2018-01-24,386050.0,-7,1
3,2018-01-12,2017-11-06,2337960.0,-67,1
3,2018-01-12,2017-11-06,2528020.0,-67,1
2,2018-01-25,2017-07-11,-1207529.0,-198,4
2,2018-01-25,2017-07-24,-1247331.0,-185,4
18,2018-03-02,2018-02-05,3838738.0,-25,1
3,2017-12-27,2017-12-15,6673400.0,-12,1
7,2017-12-27,2017-11-27,696150.0,-30,1
7,2017-12-27,2017-12-07,4831000.0,-20,1
16,2017-12-21,2018-01-07,27976000.0,17,0
7,2017-12-27,2017-07-13,2850175.0,-167,3
7,2017-12-27,2017-06-19,4401800.0,-191,4
7,2017-12-27,2017-09-06,4853500.0,-112,2
7,2017-12-27,2017-11-20,327460.0,-37,1
7,2017-12-27,2017-11-20,403600.0,-37,1
6,2017-11-03,2017-09-15,2799500.0,-49,1
6,2017-11-03,2017-09-14,4337000.0,-50,1
6,2017-11-03,2017-09-14,5072000.0,-50,1
2,2017-10-05,2017-09-23,263943.0,-12,1
17,2017-09-12,2017-09-12,4794000.0,0,0
10,2017-08-20,2017-07-26,4339650.0,-25,1
7,2017-08-15,2017-07-24,177932.0,-22,1
7,2017-08-15,2017-05-01,302349180.0,-106,2
3,2017-08-03,2017-08-02,2581000.0,-1,1
6,2017-08-09,2017-01-13,128636850.0,-208,4
14,2017-08-30,2017-09-14,8962090.0,15,0
10,2017-08-30,2017-07-28,166000.0,-33,1
14,2017-08-30,2017-09-09,781000.0,10,0
14,2017-08-30,2017-06-30,10515180.0,-61,1
14,2017-08-30,2017-08-31,23972335.0,1,0
18,2017-08-31,2017-05-16,3059875.0,-107,2
18,2017-08-31,2017-05-16,111400.0,-107,2
7,2017-08-24,2017-05-15,6369408.0,-101,2
7,2017-08-24,2017-05-15,400285.0,-101,2
7,2017-08-24,2017-05-23,28015564.0,-93,2
13,2017-08-31,2017-07-18,3165100.0,-44,1
7,2017-08-29,2017-08-11,9465630.0,-18,1
7,2017-08-29,2017-08-29,6581050.0,0,0
5,2017-08-29,2017-08-29,2019000.0,0,0
14,2017-08-30,2017-06-10,2416525.0,-81,1
7,2017-08-30,2017-06-14,945000.0,-77,1
4,2017-08-30,2017-03-09,95000.0,-174,3
4,2017-08-30,2017-01-26,403500.0,-216,4
4,2017-08-30,2017-05-31,111000.0,-91,2
4,2017-08-30,2017-03-29,21000.0,-154,3
4,2017-08-30,2017-06-13,1491400.0,-78,1
4,2017-08-30,2017-06-13,167000.0,-78,1
4,2017-08-30,2017-06-13,319652.0,-78,1
4,2017-08-30,2017-06-13,327856.0,-78,1
4,2017-08-30,2017-06-13,266644.0,-78,1
4,2017-08-30,2017-06-13,478600.0,-78,1
4,2017-08-30,2017-06-16,202140.0,-75,1
4,2017-08-30,2017-06-13,1374200.0,-78,1
4,2017-08-30,2017-07-11,147000.0,-50,1
4,2017-08-30,2017-07-11,131000.0,-50,1
4,2017-08-30,2017-07-11,399488.0,-50,1
4,2017-08-30,2017-07-11,279318.0,-50,1
4,2017-08-30,2017-07-11,267800.0,-50,1
4,2017-08-30,2017-07-11,1143500.0,-50,1
11,2017-08-29,2017-08-03,179500.0,-26,1
4,2017-08-29,2017-06-12,387000.0,-78,1
4,2017-08-29,2017-06-20,1063400.0,-70,1
